EndNodes_1,EndNodes_2,Weight
1810027O10Rik,Edf1,1
1810027O10Rik,H2afv,1
1810027O10Rik,Mif,1
1810027O10Rik,Nedd8,1
1810027O10Rik,Park7,1
1810027O10Rik,Pnrc2,1
1810027O10Rik,Psmc5,1
1810027O10Rik,Set,1
1810027O10Rik,Taf10,1
1810030N24Rik,Akirin2,1
1810030N24Rik,Eif3e,1
1810030N24Rik,Gtf2h5,1
1810030N24Rik,Hnrnpr,1
1810030N24Rik,Pin1,1
1810030N24Rik,Rai12,1
1810030N24Rik,Siva1,1
1810030N24Rik,Ube2n,1
1810030N24Rik,Vps25,1
1810030O07Rik,Dand5,1
1810030O07Rik,Mtdh,1
1810030O07Rik,Nup35,1
1810030O07Rik,Pcid2,1
1810030O07Rik,Psmc1,1
1810030O07Rik,Psmc4,1
1810030O07Rik,Slc35a4,1
1810030O07Rik,Tmed2,1
1810030O07Rik,Triap1,1
1810035L17Rik,AK010878,1
1810035L17Rik,Arf5,1
1810035L17Rik,Calm3,1
1810035L17Rik,Cct2,1
1810035L17Rik,Cct6a,1
1810035L17Rik,Churc1,1
1810035L17Rik,Commd4,1
1810035L17Rik,Drap1,1
1810035L17Rik,Dynlrb1,1
1810035L17Rik,Ebna1bp2,1
1810035L17Rik,Eif3k,1
1810035L17Rik,Fam165b,1
1810035L17Rik,Fkbp3,1
1810035L17Rik,Hcfc1r1,1
1810035L17Rik,Ift27,1
1810035L17Rik,Lage3,1
1810035L17Rik,Larp7,1
1810035L17Rik,Lsm4,1
1810035L17Rik,Mesdc2,1
1810035L17Rik,Mrpl20,1
1810035L17Rik,Mrpl34,1
1810035L17Rik,Mrps18c,1
1810035L17Rik,Ndufa8,1
1810035L17Rik,Ndufb10,1
1810035L17Rik,Ndufb3,1
1810035L17Rik,Ndufb4,1
1810035L17Rik,Ndufb6,1
1810035L17Rik,Nenf,1
1810035L17Rik,Nop58,1
1810035L17Rik,Paip2,1
1810035L17Rik,Pbx1,1
1810035L17Rik,Pdcd5,1
1810035L17Rik,Pkig,1
1810035L17Rik,Ppp1r11,1
1810035L17Rik,Prr13,1
1810035L17Rik,Psmb1,1
1810035L17Rik,Psmb4,1
1810035L17Rik,Psmb7,1
1810035L17Rik,Psmg1,1
1810035L17Rik,Ptges3,1
1810035L17Rik,Ranbp1,1
1810035L17Rik,Rpl30,1
1810035L17Rik,Rpp21,1
1810035L17Rik,Sarnp,1
1810035L17Rik,Snrpc,1
1810035L17Rik,Snrpd1,1
1810035L17Rik,Snrpe,1
1810035L17Rik,Snrpf,1
1810035L17Rik,Snrpg,1
1810035L17Rik,Spag7,1
1810035L17Rik,Sumo2,1
1810035L17Rik,Swi5,1
1810035L17Rik,Tceb1,1
1810035L17Rik,Ube2v2,1
1810035L17Rik,Ubl5,1
1810035L17Rik,Wdr83,1
1810035L17Rik,Ywhae,1
1810037I17Rik,Commd7,1
1810037I17Rik,Sfr1,1
1810043H04Rik,Churc1,1
1810043H04Rik,Cops5,1
1810043H04Rik,Dpy30,1
1810043H04Rik,Lsm4,1
1810043H04Rik,Magohb,1
1810043H04Rik,Mnat1,1
1810043H04Rik,Prr13,1
1810044D09Rik,Dusp5,1
1810044D09Rik,Lcorl,1
1810044D09Rik,Rbm4,1
1810046J19Rik,Ccdc56,1
1810046J19Rik,Chchd3,1
1810046J19Rik,Churc1,1
1810046J19Rik,Commd6,1
1810046J19Rik,Dpy30,1
1810046J19Rik,Hax1,1
1810046J19Rik,Lsm4,1
1810046J19Rik,Med11,1
1810046J19Rik,Ncbp2,1
1810046J19Rik,Sub1,1
1810046J19Rik,Taf9,1
1810048J11Rik,Trim28,1
1810058I24Rik,C1qbp,1
1810058I24Rik,Eif6,1
1810058I24Rik,Ilk,1
1810058I24Rik,Slc50a1,1
1810058I24Rik,Ywhab,1
1810063B07Rik,Ascc1,1
1810063B07Rik,Nup35,1
1810063B07Rik,Pcid2,1
1810063B07Rik,Psmc4,1
1810063B07Rik,Triap1,1
1810064F22Rik,Bmp7,1
1810064F22Rik,Erbb4,1
1810064F22Rik,Fgfr2,1
1810064F22Rik,Gm98,1
1810064F22Rik,Hpn,1
1810064F22Rik,Map3k13,1
1810064F22Rik,Nr5a2,1
1810064F22Rik,Onecut1,1
1810064F22Rik,Sox9,1
1810064F22Rik,Stat4,1
1810064F22Rik,Tgif1,1
1810074P20Rik,4930578M01Rik,1
1810074P20Rik,Agbl4,1
1810074P20Rik,Agl,1
1810074P20Rik,Akr1c12,1
1810074P20Rik,Alg2,1
1810074P20Rik,Araf,1
1810074P20Rik,Arxes1,1
1810074P20Rik,Atp8b1,1
1810074P20Rik,B3galt5,1
1810074P20Rik,Btbd17,1
1810074P20Rik,Ccdc142,1
1810074P20Rik,Ccne1,1
1810074P20Rik,Cds1,1
1810074P20Rik,Chic1,1
1810074P20Rik,Chrnb2,1
1810074P20Rik,Cib2,1
1810074P20Rik,Cited2,1
1810074P20Rik,Cyfip2,1
1810074P20Rik,Dcaf12l1,1
1810074P20Rik,Defb1,1
1810074P20Rik,Entpd3,1
1810074P20Rik,Epb4.1l3,1
1810074P20Rik,Esrrg,1
1810074P20Rik,Fam190a,1
1810074P20Rik,Fhod3,1
1810074P20Rik,Foxo6,1
1810074P20Rik,Gipr,1
1810074P20Rik,Gm2447,1
1810074P20Rik,Gns,1
1810074P20Rik,Gp1bb,1
1810074P20Rik,Grtp1,1
1810074P20Rik,Hepacam2,1
1810074P20Rik,Insm1,1
1810074P20Rik,Kif13b,1
1810074P20Rik,Klhl32,1
1810074P20Rik,Lmtk3,1
1810074P20Rik,Lrrc27,1
1810074P20Rik,Mboat2,1
1810074P20Rik,Mia3,1
1810074P20Rik,Mir129-1,1
1810074P20Rik,Mir375,1
1810074P20Rik,Mir7-2,1
